origin,destination,origin_city,origin_flag,destination_city,destination_flag,airline,airline_emoji,flight_number,aircraft,duration
OOMS,LSZH,Muscat,flag_om,Zurich,flag_ch,Oman Air,Omanairtail,WY153,Oman Air Boeing 787-8,6:00
LSZH,OOMS,Zurich,flag_ch,Muscat,flag_om,Oman Air,Omanairtail,WY154,Oman Air Boeing 787-8,6:00
OOMS,VGHS,Muscat,flag_om,Dhaka,flag_bd,Oman Air,Omanairtail,WY317,"Generic Boeing 787-9, Oman Air Boeing 787-8",4:30
VGHS,OOMS,Dhaka,flag_bd,Muscat,flag_om,Oman Air,Omanairtail,WY318,"Generic Boeing 787-9, Oman Air Boeing 787-8",4:30
OOMS,HECA,Muscat,flag_om,Cairo,flag_eg,Oman Air,Omanairtail,WY405,Generic Boeing 737-800,4:15
HECA,OOMS,Cairo,flag_eg,Muscat,flag_om,Oman Air,Omanairtail,WY406,Generic Boeing 737-800,4:00
OOMS,OJAI,Muscat,flag_om,Amman,flag_jo,Oman Air,Omanairtail,WY411,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",3:00
OJAI,OOMS,Amman,flag_jo,Muscat,flag_om,Oman Air,Omanairtail,WY412,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",3:00
OOMS,OBBI,Muscat,flag_om,Bahrain,flag_bh,Oman Air,Omanairtail,WY653,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",1:50
OBBI,OOMS,Bahrain,flag_bh,Muscat,flag_om,Oman Air,Omanairtail,WY654,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",1:50
OOMS,OOSA,Muscat,flag_om,Salalah,flag_om,Oman Air,Omanairtail,WY903,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",1:40
OOSA,OOMS,Salalah,flag_om,Muscat,flag_om,Oman Air,Omanairtail,WY904,"Generic Boeing 737-800, Oman Air Boeing 737-8 MAX",1:40
OOMS,OOKB,Muscat,flag_om,Khasab,flag_om,Oman Air,Omanairtail,WY933,"Generic Boeing 737-800, Oman Air E175",0:35
OOKB,OOMS,Khasab,flag_om,Muscat,flag_om,Oman Air,Omanairtail,WY934,"Generic Boeing 737-800, Oman Air E175",0:35
LGAV,EGLL,Athens,flag_gr,London Heathrow,flag_gb,Aegean Airlines,Aegeantail,A3600,Aegean Airlines Airbus A320neo,4:00
EGLL,LGAV,London Heathrow,flag_gb,Athens,flag_gr,Aegean Airlines,Aegeantail,A3601,Aegean Airlines Airbus A320neo,3:40
LGAV,LFPG,Athens,flag_gr,Paris,flag_fr,Aegean Airlines,Aegeantail,A3610,Aegean Airlines Airbus A321neo,3:30
LFPG,LGAV,Paris,flag_fr,Athens,flag_gr,Aegean Airlines,Aegeantail,A3611,Aegean Airlines Airbus A321neo,3:10
LGAV,EHAM,Athens,flag_gr,Amsterdam,flag_nl,Aegean Airlines,Aegeantail,A3624,Aegean Airlines Airbus A321neo,3:40
EHAM,LGAV,Amsterdam,flag_nl,Athens,flag_gr,Aegean Airlines,Aegeantail,A3625,Aegean Airlines Airbus A321neo,3:15
LGAV,EIDW,Athens,flag_gr,Dublin,flag_ie,Aegean Airlines,Aegeantail,A3630,Aegean Airlines Airbus A320neo,4:25
EIDW,LGAV,Dublin,flag_ie,Athens,flag_gr,Aegean Airlines,Aegeantail,A3631,Aegean Airlines Airbus A320neo,4:05
LGAV,EGPH,Athens,flag_gr,Edinburgh,flag_gb,Aegean Airlines,Aegeantail,A3632,Aegean Airlines Airbus A320neo,4:15
EGPH,LGAV,Edinburgh,flag_gb,Athens,flag_gr,Aegean Airlines,Aegeantail,A3633,Aegean Airlines Airbus A320neo,4:00
LGAV,EGCC,Athens,flag_gr,Manchester,flag_gb,Aegean Airlines,Aegeantail,A3638,Aegean Airlines Airbus A320neo,4:00
EGCC,LGAV,Manchester,flag_gb,Athens,flag_gr,Aegean Airlines,Aegeantail,A3639,Aegean Airlines Airbus A320neo,3:45
LGAV,LIRF,Athens,flag_gr,Rome,flag_it,Aegean Airlines,Aegeantail,A3650,Aegean Airlines Airbus A321neo,2:00
LIRF,LGAV,Rome,flag_it,Athens,flag_gr,Aegean Airlines,Aegeantail,A3651,Aegean Airlines Airbus A321neo,2:00
LGAV,LIMC,Athens,flag_gr,Milan,flag_it,Aegean Airlines,Aegeantail,A3660,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",2:40
LIMC,LGAV,Milan,flag_it,Athens,flag_gr,Aegean Airlines,Aegeantail,A3661,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",2:25
LGAV,LIPZ,Athens,flag_gr,Venice,flag_it,Aegean Airlines,Aegeantail,A3670,Aegean Airlines Airbus A320,2:20
LIPZ,LGAV,Venice,flag_it,Athens,flag_gr,Aegean Airlines,Aegeantail,A3671,Aegean Airlines Airbus A320,2:10
LGAV,LFMN,Athens,flag_gr,Nice,flag_fr,Aegean Airlines,Aegeantail,A3690,Aegean Airlines Airbus A320,2:40
LFMN,LGAV,Nice,flag_fr,Athens,flag_gr,Aegean Airlines,Aegeantail,A3691,Aegean Airlines Airbus A320,2:25
LGAV,LEMD,Athens,flag_gr,Madrid,flag_es,Aegean Airlines,Aegeantail,A3700,Aegean Airlines Airbus A321neo,3:50
LEMD,LGAV,Madrid,flag_es,Athens,flag_gr,Aegean Airlines,Aegeantail,A3701,Aegean Airlines Airbus A321neo,3:25
LGAV,LEBL,Athens,flag_gr,Barcelona,flag_es,Aegean Airlines,Aegeantail,A3710,Aegean Airlines Airbus A321neo,3:10
LEBL,LGAV,Barcelona,flag_es,Athens,flag_gr,Aegean Airlines,Aegeantail,A3711,Aegean Airlines Airbus A321neo,2:50
LGAV,LPPT,Athens,flag_gr,Lisbon,flag_pt,Aegean Airlines,Aegeantail,A3720,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",4:25
LPPT,LGAV,Lisbon,flag_pt,Athens,flag_gr,Aegean Airlines,Aegeantail,A3721,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",3:55
LGAV,LPPR,Athens,flag_gr,Porto,flag_pt,Aegean Airlines,Aegeantail,A3724,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",4:10
LPPR,LGAV,Porto,flag_pt,Athens,flag_gr,Aegean Airlines,Aegeantail,A3725,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:45
LGAV,EKCH,Athens,flag_gr,Copenhagen,flag_dk,Aegean Airlines,Aegeantail,A3750,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321neo",3:20
EKCH,LGAV,Copenhagen,flag_dk,Athens,flag_gr,Aegean Airlines,Aegeantail,A3751,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321neo",3:15
LGAV,ENGM,Athens,flag_gr,Oslo,flag_no,Aegean Airlines,Aegeantail,A3756,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:55
ENGM,LGAV,Oslo,flag_no,Athens,flag_gr,Aegean Airlines,Aegeantail,A3757,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:45
LGAV,ESSA,Athens,flag_gr,Stockholm,flag_se,Aegean Airlines,Aegeantail,A3760,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:45
ESSA,LGAV,Stockholm,flag_se,Athens,flag_gr,Aegean Airlines,Aegeantail,A3761,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:35
LGAV,EFHK,Athens,flag_gr,Helsinki,flag_fi,Aegean Airlines,Aegeantail,A3764,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A320neo",3:45
EFHK,LGAV,Helsinki,flag_fi,Athens,flag_gr,Aegean Airlines,Aegeantail,A3765,Aegean Airlines Airbus A320neo,3:45
LGAV,EDDM,Athens,flag_gr,Munich,flag_de,Aegean Airlines,Aegeantail,A3802,Aegean Airlines Airbus A320neo,2:40
EDDM,LGAV,Munich,flag_de,Athens,flag_gr,Aegean Airlines,Aegeantail,A3803,Aegean Airlines Airbus A320neo,2:30
LGAV,EDDF,Athens,flag_gr,Frankfurt,flag_de,Aegean Airlines,Aegeantail,A3830,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",3:05
EDDF,LGAV,Frankfurt,flag_de,Athens,flag_gr,Aegean Airlines,Aegeantail,A3831,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",2:45
LGAV,LSZH,Athens,flag_gr,Zurich,flag_ch,Aegean Airlines,Aegeantail,A3850,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",2:50
LSZH,LGAV,Zurich,flag_ch,Athens,flag_gr,Aegean Airlines,Aegeantail,A3851,"Aegean Airlines Airbus A320neo, Aegean Airlines Airbus A321neo",2:35
LGAV,LOWW,Athens,flag_gr,Vienna,flag_at,Aegean Airlines,Aegeantail,A3860,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321, Aegean Airlines Airbus A320neo",2:20
LOWW,LGAV,Vienna,flag_at,Athens,flag_gr,Aegean Airlines,Aegeantail,A3861,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321, Aegean Airlines Airbus A320neo",2:05
LGAV,LKPR,Athens,flag_gr,Prague,flag_cz,Aegean Airlines,Aegeantail,A3866,Aegean Airlines Airbus A320,2:40
LKPR,LGAV,Prague,flag_cz,Athens,flag_gr,Aegean Airlines,Aegeantail,A3867,Aegean Airlines Airbus A320,2:25
LGAV,EPWA,Athens,flag_gr,Warsaw,flag_pl,Aegean Airlines,Aegeantail,A3872,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321neo",2:40
EPWA,LGAV,Warsaw,flag_pl,Athens,flag_gr,Aegean Airlines,Aegeantail,A3873,"Aegean Airlines Airbus A320, Aegean Airlines Airbus A321neo",2:30
LGAV,LHBP,Athens,flag_gr,Budapest,flag_hu,Aegean Airlines,Aegeantail,A3878,Aegean Airlines Airbus A320,2:00
LHBP,LGAV,Budapest,flag_hu,Athens,flag_gr,Aegean Airlines,Aegeantail,A3879,Aegean Airlines Airbus A320,2:00
LCLK,EBBR,Larnaca,flag_cy,Brussels,flag_be,Aegean Airlines,Aegeantail,A3488,Aegean Airlines Airbus A320neo,4:15
EBBR,LCLK,Brussels,flag_be,Larnaca,flag_cy,Aegean Airlines,Aegeantail,A3489,Aegean Airlines Airbus A320neo,4:00
LCLK,LIRF,Larnaca,flag_cy,Rome,flag_it,Aegean Airlines,Aegeantail,A3498,Aegean Airlines Airbus A320neo,3:30
LIRF,LCLK,Rome,flag_it,Larnaca,flag_cy,Aegean Airlines,Aegeantail,A3499,Aegean Airlines Airbus A320neo,3:10
LGAV,OLBA,Athens,flag_gr,Beirut,flag_lb,Aegean Airlines,Aegeantail,A3946,Aegean Airlines Airbus A320neo,1:50
OLBA,LGAV,Beirut,flag_lb,Athens,flag_gr,Aegean Airlines,Aegeantail,A3947,Aegean Airlines Airbus A320neo,2:00
LGAV,HEBA,Athens,flag_gr,Alexandria,flag_eg,Aegean Airlines,Aegeantail,A3936,Aegean Airlines Airbus A320,1:55
HEBA,LGAV,Alexandria,flag_eg,Athens,flag_gr,Aegean Airlines,Aegeantail,A3937,Aegean Airlines Airbus A320,1:55
LGAV,OERK,Athens,flag_gr,Riyadh,flag_sa,Aegean Airlines,Aegeantail,A3952,Aegean Airlines Airbus A320,3:45
OERK,LGAV,Riyadh,flag_sa,Athens,flag_gr,Aegean Airlines,Aegeantail,A3953,Aegean Airlines Airbus A320,4:05
